day,aliveAnimals,emptyFields,dominantGenes,averageEnergy,averageLifeLength,averageNumberOfChildren
194,497,1081,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.94164989939638,34.83801295896328,3.569416498993964
195,501,1069,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.365269461077844,34.903640256959314,3.5808383233532934
196,491,1043,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.920570264765786,35.09473684210526,3.621181262729124
197,486,1059,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.4320987654321,35.06763787721124,3.6419753086419755
198,479,1061,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.79331941544885,35.02564102564103,3.6972860125260962
199,471,1067,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.32696390658174,34.99493414387032,3.753715498938429
200,471,1069,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.13375796178344,35.14514514514514,3.721868365180467
201,472,1066,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.70974576271186,35.06944444444444,3.7563559322033897
202,479,1070,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.68058455114823,34.99506416584403,3.7515657620041756
203,480,1044,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.791666666666664,34.96565260058881,3.7729166666666667
204,479,1063,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.766179540709814,34.941520467836256,3.789144050104384
205,479,1069,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.43423799582463,34.8792270531401,3.816283924843424
206,478,1081,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.57740585774059,34.98087954110898,3.8179916317991633
207,477,1077,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.681341719077565,35.042573320719015,3.857442348008386
208,475,1086,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.72,35.0,3.9073684210526314
209,466,1086,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.52360515021459,35.420129270544784,3.815450643776824
210,469,1087,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.90191897654584,35.803489439853074,3.763326226012793
211,467,1069,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.87366167023555,35.77554744525548,3.78372591006424
212,460,1081,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.5,35.785198555956676,3.832608695652174
213,456,1081,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.75,35.825156110615524,3.8815789473684212
214,450,1078,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.18666666666667,35.87301587301587,3.937777777777778
215,452,1083,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.68141592920354,35.82532751091703,3.9690265486725664
216,451,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.851441241685144,35.87521663778163,3.977827050997783
217,453,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.390728476821195,35.925925925925924,3.9492273730684326
218,450,1096,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.64,35.92307692307692,3.9755555555555557
219,446,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.73991031390135,36.1336717428088,3.9394618834080717
220,443,1099,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.372460496613996,36.35983263598327,3.9390519187358914
221,444,1111,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.07432432432432,36.3477537437604,3.939189189189189
222,436,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.59862385321101,36.324856439704675,4.022935779816514
223,441,1099,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.77324263038549,36.34505314799673,4.006802721088436
224,443,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.23476297968397,36.48494711147274,4.0
225,438,1100,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.778538812785385,36.76328502415459,4.018264840182648
226,429,1099,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.71328671328671,36.788844621513945,4.090909090909091
227,433,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.094688221709006,36.925515055467514,4.041570438799076
228,433,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.38799076212471,37.08562450903378,4.020785219399538
229,432,1087,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],49.24074074074074,37.109375,4.055555555555555
230,440,1102,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.18181818181818,37.165109034267914,4.031818181818182
231,444,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.567567567567565,37.164988381099924,4.018018018018018
232,446,1077,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.39013452914798,37.253846153846155,4.015695067264574
233,446,1077,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.19730941704036,37.25190839694657,4.04932735426009
234,438,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.90867579908676,37.34848484848485,4.0867579908675795
235,440,1098,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.695454545454545,37.2686230248307,4.115909090909091
236,439,1084,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.712984054669704,37.369207772795214,4.145785876993166
237,441,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.36281179138322,37.48148148148148,4.145124716553288
238,445,1104,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.57528089887641,37.5,4.1370786516853935
239,448,1085,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.16294642857143,37.52387950036738,4.127232142857143
240,448,1093,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.05580357142857,37.541940189642595,4.158482142857143
241,446,1078,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.15470852017937,37.61421319796954,4.186098654708521
242,442,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.55882352941177,37.724982001439884,4.217194570135747
243,437,1084,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.85812356979405,37.7626876340243,4.249427917620137
244,432,1092,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.22222222222222,37.82178217821782,4.319444444444445
245,435,1100,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.144827586206894,37.80436312456017,4.32183908045977
246,440,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.347727272727276,37.76842105263158,4.3136363636363635
247,437,1094,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.29977116704806,37.742160278745644,4.361556064073227
248,429,1098,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.03030303030303,37.78852798894264,4.396270396270396
249,433,1086,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.4364896073903,37.86059351276742,4.38337182448037
250,429,1092,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.02564102564103,37.98076923076923,4.382284382284382
251,424,1096,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.27594339622642,38.055934515688946,4.412735849056604
252,427,1102,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.887587822014055,38.01221166892809,4.428571428571429
253,427,1093,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.96487119437939,37.997302764666216,4.451990632318501
254,428,1096,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.88551401869159,38.025520483546,4.453271028037383
255,421,1086,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.36104513064133,38.002663115845536,4.541567695961995
256,416,1112,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.87980769230769,38.08047493403694,4.608173076923077
257,420,1095,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.147619047619045,38.03805774278215,4.602380952380952
258,423,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.671394799054376,38.02614379084967,4.60047281323877
259,416,1110,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.44951923076923,38.060959792477306,4.6610576923076925
260,416,1108,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.69951923076923,38.02707930367505,4.6923076923076925
261,413,1094,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.05569007263922,38.175416133162614,4.699757869249395
262,414,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.71497584541063,38.17080943275972,4.717391304347826
263,414,1096,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.82608695652174,38.31959416613824,4.7270531400966185
264,413,1092,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.95641646489104,38.339646464646464,4.753026634382566
265,411,1099,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.06082725060827,38.376175548589345,4.805352798053528
266,412,1117,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.20873786407767,38.34167709637046,4.813106796116505
267,414,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.7536231884058,38.37484433374844,4.814009661835748
268,415,1114,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.46024096385542,38.59888406695598,4.766265060240964
269,413,1116,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.94430992736078,38.65598027127004,4.731234866828087
270,410,1110,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],48.165853658536584,38.841911764705884,4.7439024390243905
271,414,1108,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.531400966183575,38.882101405009166,4.717391304347826
272,414,1092,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.01449275362319,38.84498480243161,4.748792270531401
273,414,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.07729468599034,38.86198547215496,4.777777777777778
274,414,1089,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],47.23671497584541,38.84127942063971,4.797101449275362
275,416,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.83173076923077,38.95306859205776,4.769230769230769
276,422,1104,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.127962085308056,38.97959183673469,4.7440758293838865
277,422,1093,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.170616113744074,38.96716417910448,4.779620853080568
278,423,1106,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.198581560283685,39.02019002375297,4.801418439716312
279,428,1093,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.60514018691589,38.976331360946745,4.796728971962617
280,424,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.73349056603774,39.17107583774251,4.7995283018867925
281,424,1102,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.676886792452834,39.30994152046784,4.778301886792453
282,423,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.53900709219858,39.383362420011636,4.76595744680851
283,423,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.53191489361702,39.34530706836617,4.791962174940898
284,420,1092,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.516666666666666,39.41108545034642,4.747619047619048
285,416,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.00240384615385,39.46008041355543,4.802884615384615
286,417,1094,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.94964028776978,39.49055523755008,4.793764988009593
287,415,1106,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.46746987951807,39.5164960182025,4.812048192771084
288,413,1105,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],46.31719128329298,39.66685488424619,4.825665859564165
289,421,1110,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.358669833729216,39.7240990990991,4.752969121140143
290,422,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.154028436018955,39.79786636720943,4.734597156398104
291,422,1085,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.959715639810426,39.86577181208054,4.710900473933649
292,421,1088,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.204275534441805,40.022296544035676,4.67458432304038
293,424,1104,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.97641509433962,40.0,4.679245283018868
294,430,1106,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.52558139534884,39.983361064891845,4.653488372093023
295,427,1093,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.62763466042155,40.03861003861004,4.690866510538641
296,430,1094,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.486046511627904,40.054914881933,4.693023255813953
297,425,1103,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.03294117647059,40.23433242506812,4.684705882352941
298,420,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.22380952380952,40.29173419773095,4.752380952380952
299,419,1095,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.04534606205251,40.225806451612904,4.79236276849642
300,418,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.01196172248804,40.208333333333336,4.830143540669856
301,414,1099,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.40338164251208,40.19138755980861,4.893719806763285
302,412,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.29854368932039,40.17451084082496,4.944174757281553
303,411,1088,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.52554744525548,40.179041600842545,4.963503649635037
304,415,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],45.06024096385542,40.199475065616795,4.9397590361445785
305,422,1101,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.182464454976305,40.204295442640124,4.898104265402844
306,426,1110,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.95070422535211,40.193110647181626,4.884976525821596
307,428,1100,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.87149532710281,40.2027027027027,4.899532710280374
308,426,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.683098591549296,40.299741602067186,4.873239436619718
309,421,1098,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.37767220902613,40.354391371340526,4.904988123515439
310,417,1092,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.513189448441246,40.39877300613497,4.940047961630696
311,415,1100,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.54216867469879,40.524173027989825,4.956626506024096
312,416,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.54326923076923,40.562595032944756,4.983173076923077
313,418,1102,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.43540669856459,40.62626262626262,4.947368421052632
314,418,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.39234449760765,40.7035175879397,4.942583732057416
315,423,1103,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],44.01418439716312,40.741482965931866,4.926713947990543
316,420,1086,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.94047619047619,40.86739780658026,4.933333333333334
317,424,1097,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.573113207547166,40.964214711729625,4.834905660377358
318,426,1088,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.5,40.95143706640238,4.830985915492958
319,429,1089,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],42.80885780885781,40.91493570722057,4.827505827505828
320,426,1091,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.04225352112676,41.02261553588987,4.859154929577465
321,425,1096,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.129411764705885,41.02450980392157,4.87764705882353
322,425,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],42.976470588235294,40.977517106549364,4.898823529411764
323,423,1090,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.026004728132385,41.07108081791626,4.90307328605201
324,421,1081,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.17577197149644,41.00970873786408,4.945368171021378
325,420,1095,[7 1 1 0 6 5 2 1 2 3 3 2 6 5 6 7 7 1 2 5],43.180952380952384,41.091787439613526,4.90952380952381
326,416,1099,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],43.69230769230769,41.1084452975048,4.9639423076923075
327,413,1091,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],43.728813559322035,41.17254528122021,4.987893462469733
328,418,1096,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],43.17464114832536,41.14068441064639,4.966507177033493
329,425,1094,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],42.656470588235294,41.23339658444023,4.912941176470588
330,431,1092,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],42.14385150812065,41.31504257332072,4.844547563805104
331,436,1101,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],41.63532110091743,41.324846770391325,4.827981651376147
332,434,1097,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],41.836405529953915,41.34146341463415,4.84331797235023
333,434,1100,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],41.94239631336406,41.34705332086062,4.847926267281106
334,430,1080,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],41.97441860465116,41.35601118359739,4.890697674418605
335,426,1081,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],41.96948356807512,41.567717996289424,4.84037558685446
336,429,1091,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],41.70862470862471,41.529574861367834,4.8508158508158505
337,437,1097,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],40.878718535469105,41.483870967741936,4.823798627002288
338,437,1070,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],40.4279176201373,41.45938503900872,4.855835240274599
339,440,1088,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],40.43181818181818,41.444901691815275,4.836363636363636
340,441,1075,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],40.249433106575964,41.50865998176846,4.800453514739229
341,444,1080,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],39.840090090090094,41.505229649840835,4.79954954954955
342,442,1083,[4 5 3 4 3 4 7 2 2 1 5 2 6 5 6 7 7 1 2 5],39.83031674208145,41.662890801993655,4.757918552036199
